,address,channelTitle,videoTitle
18,https://www.youtube.com/watch?v=fqDZd11fquE,Ana Paula Palagar,A MÁSCARA SERIA UMA PRÉ- MARCA DA BESTA?
19,https://www.youtube.com/watch?v=dX8u-LmfkcU,Hidrogenio Global,Rede social de direita sem manipulação de agências comunistas. www.stormarmy.com
20,https://www.youtube.com/watch?v=fDHvBBhXzHM,Cidadão-X,O Melhor Vídeo sobre a Conspiração CoronaVírus
21,https://www.youtube.com/watch?v=7z3G7gVrfN4,verdadeoculta,Na Europa já começou a segunda fase
22,https://www.youtube.com/watch?v=iQ695DnxfLI,Verdade Mundial,Os #OVNIs sempre estiveram aqui 💥 LIVE
23,https://www.youtube.com/watch?v=cB34pRUJ7M4,nutrição Alimentos & Cia,O PODER DO OZÔNIO em destruir patógenos
24,https://www.youtube.com/watch?v=X5P1XdwDKQo,Verdade Mundial,2021 PQP!!!! A LIVE MAIS DIFÍCIL DA HISTÓRIA!
25,https://www.youtube.com/watch?v=4IzFRp0Rr-U,verdadeoculta,Porque nos consideram parasitas humanos
26,https://www.youtube.com/watch?v=NKUY8ez5yXQ,Domingo Espetacular,Presidente Jair Bolsonaro fala sobre o coronavírus em entrevista ao Domingo Espetacular
27,https://www.youtube.com/watch?v=3FG5d7xgtDo,Hidrogenio Global,#72HORAS - Stf da 72 horas para entrega de vídeo de reunião com Bolsonaro e MINISTROS.
28,https://www.youtube.com/watch?v=MsNaodMBf30,Firmeza da Verdade,AS COISAS VÃO PIORAR
29,https://www.youtube.com/watch?v=aOScoNKjuPQ,Ana Paula Palagar,"O SONHO : SISTEMA DE MONITORAMENTO,OK"
30,https://www.youtube.com/watch?v=0azGop5WeA0,Firmeza da Verdade,ESSA LEI VAI CHEGAR NO MUNDO TODO
31,https://www.youtube.com/watch?v=3YmUAaxF9fE,Dr. Uronal Zancan,O QUE QUASE NINGUÉM DISSE SOBRE VENCER A PANDEMIA DO CORONAVÍRUS
32,https://www.youtube.com/watch?v=4UUxlfO8BHA,Ana Paula Palagar,"ATUALIZAÇÕES: EMPRESAS NÃO SÃO IMPORTANTES,O QUE VALE É REVOLUCIONAR."
33,https://www.youtube.com/watch?v=BMCh-zZWv08,Firmeza da Verdade,ISSO ELES NUNCA VÃO TE MOSTRAR
34,https://www.youtube.com/watch?v=JXWZjhspqzA,Pátria Evangélica de Deus,PADRE ALERTA - PAPA FRANCISCO VAI APRESENTAR A NOVA RELIGIÃO MUNDIAL AINDA ESSE ANO!!!
35,https://www.youtube.com/watch?v=SU7fC5t7lPQ,Pátria Evangélica de Deus,U.R.G.Ê.N.C.I.A! NOV@S INFORM@ÇÕES SOBRE O CUIDADO COM O V.I.R.U.S COVID-19
36,https://www.youtube.com/watch?v=WGQIVglp5RQ,Cidadão-X,Bolsonaro e Trump podem estar planejando uma Guerra
37,https://www.youtube.com/watch?v=iUyvYhMe4xo,verdadeoculta,Nova Leis contra o gado na carona do pandemonio
38,https://www.youtube.com/watch?v=dOYZDMdyn6Q,Ciencia de Verdade,516 - Empresários IDIOTAS e o Salto do Desemprego EM MASSA!
39,https://www.youtube.com/watch?v=92hf-ITqz2w,verdadeoculta,Entenda o que está por detras do reset do planeta
40,https://www.youtube.com/watch?v=X85LJmSk6ho,verdadeoculta,Ai fudi pra nos...
41,https://www.youtube.com/watch?v=UR1Q-6SMlsc,verdadeoculta,Garimpeiros da noite atacam no novo normal
42,https://www.youtube.com/watch?v=zWlWLwuG5n4,Firmeza da Verdade,SE PREPARE PARA OS JUÍZOS DO ETERNO!
43,https://www.youtube.com/watch?v=jrx4hk-v1kA,Firmeza da Verdade,O CONTROLE CADA VEZ MAIS INTENSO e o FIM CADA VEZ MAIS PERTO: Estão Monitorando e Manipulando Tudo!
44,https://www.youtube.com/watch?v=4Xr_Qsnd4YM,Ezequiel Cordeiro - Hora Final,"Robôs, Tatuagem Secreta para controle de vacinas e o o uso de microchip em Israel"
45,https://www.youtube.com/watch?v=4OXYP_230B4,verdadeoculta,Onu cobra ação mais dura do governo
46,https://www.youtube.com/watch?v=wO3pbZJjNxk,Ana Paula Palagar,NÃO É MERA COINCIDÊNCIA.
47,https://www.youtube.com/watch?v=DmJJv7RJAl4,verdadeoculta,Use a máscara por amor ao proximo
48,https://www.youtube.com/watch?v=8pHw88-xInc,Firmeza da Verdade,"Sol do Meio Dia, N.O.M. ""R.A.C.O.O.N"" - Isso Eles Não Falam! (repost)"
49,https://www.youtube.com/watch?v=YmskwGvEmL8,Firmeza da Verdade,"O PADRE, O SONHO E A ""IGREJA CATÓLICA"""
50,https://www.youtube.com/watch?v=o6bzB2ogD2E,Firmeza da Verdade,OS ROBÔS é que MANDAM AGORA e CONTINUARÃO DETERMINANDO a VIDA da HUMANIDADE
51,https://www.youtube.com/watch?v=D2K6XR8f4q4,Ana Paula Palagar,UMA INFORMAÇÃO NECESSÁRIA. NÃO PERCAM!!!
52,https://www.youtube.com/watch?v=WiOjHJCELng,Firmeza da Verdade,ESSA SERÁ A MARCA DA BESTA?
53,https://www.youtube.com/watch?v=iojjpGGp090,Cidadão-X,Malditos Ignorantes Estúpidos e Imbecis
54,https://www.youtube.com/watch?v=Q5Ew8O1NM9Q,verdadeoculta,💉 Vão recuperar o Planeta deles com a Nova Ordem Mundial
55,https://www.youtube.com/watch?v=zpDXSQDfiyI,verdadeoculta,Entenda como eles manipulam facilmente
56,https://www.youtube.com/watch?v=FoTgsZondbQ,Ciencia de Verdade,530 - Facebook ou FAKEbook? Vamos checar a checagem de fatos!
57,https://www.youtube.com/watch?v=C3B0lJpze0A,Ciencia de Verdade,"532 - O significado do termo ""HUMANIDADE""!"
58,https://www.youtube.com/watch?v=p_m7wpiOOuE,Cidadão-X,#ForaBolsonaro (Só Mais um Dia de Putaria no Puteiro)
59,https://www.youtube.com/watch?v=lINqVh105rc,Rômulo Maraschin,RESIDENT EVIL 3 REMAKE: ANALISANDO A INTRO
60,https://www.youtube.com/watch?v=v_sSEgG3m1c,Cidadão-X,O Silêncio do Traficante do Avião do Bolsonaro
61,https://www.youtube.com/watch?v=THGSHKMHQSM,Firmeza da Verdade,THE ECONOMIST 2020: DECIFRADA 100%
62,https://www.youtube.com/watch?v=GtLkWp5CeS4,Ana Paula Palagar,ESTÃO TENTANDO MANIPULAR A SITUAÇÃO.
63,https://www.youtube.com/watch?v=4aKrJoWTobw,Firmeza da Verdade,CH|NA |NSTALA F|LMAD0RAS DENTR0 DAS CASAS: O VERDADEIRO B|G BR0THER - 1984 GE0RGE 0RWELL
64,https://www.youtube.com/watch?v=9ln4IPrYHO8,verdadeoculta,A inteligencia artificial e nos os vetores
65,https://www.youtube.com/watch?v=p791yjqERkk,Hidrogenio Global,#USA - Estão invadindo a sede da CNN enquanto isso o Brasileiro tá no sofá!
66,https://www.youtube.com/watch?v=XlYKavWME-I,verdadeoculta,📍 ฿₳₮Ɇ ₱₳₱Ø ₵Ø₥ ɆVɆ ₴Ø฿Ɽ₳L
67,https://www.youtube.com/watch?v=xjRamoNv9lc,Ezequiel Cordeiro - Hora Final,Desvendando o que a revista The Economist 2019 previu para 2020
68,https://www.youtube.com/watch?v=qxCjXTddhLg,Canal OTANERY1,Corona e TV (Parte 1) Série coreana de 2018 previu pandemia de COVID?
69,https://www.youtube.com/watch?v=itJKL3BsobM,SAÚDE & BEM ESTAR,🔴 Blinde sua saúde com o Dr. Victor Sorrentino!!! Série Quebrando Tabus Da Medicina!!!
70,https://www.youtube.com/watch?v=I5Nog6x0KKk,Jemima Gomes,0S ḀC0NTECịMENT0S FịNḀịS ESTÃ0 ḀQUI!
71,https://www.youtube.com/watch?v=RV9-YOwfDwA,verdadeoculta,💉 Sem máscaras e sem multas
72,https://www.youtube.com/watch?v=dKJ7cyAXdRM,Ciencia de Verdade,527 - Quarentena até 2022? Vamos falar sobre ÉTICA!
73,https://www.youtube.com/watch?v=z7eZw1clKFo,Hidrogenio Global,Prefeito sugere aplicação de ozônio no fiofó para tratamento aguardem...
74,https://www.youtube.com/watch?v=vXSf9Ve0ulA,Firmeza da Verdade,ANALISANDO DOIS COMERCIAIS ESTRANHOS E REVELADORES
75,https://www.youtube.com/watch?v=tej1KsFWzSk,Ana Paula Palagar,LABORATÓRIO RACISTA?
76,https://www.youtube.com/watch?v=faWwLTHnjZc,Cidadão-X,Corona e Vírus. A Dupla do Momento
77,https://www.youtube.com/watch?v=bURPBld05QM,Dr. Uronal Zancan,ESTUDO MOSTRA QUE A POLUIÇÃO AGRAVA A PANDEMIA DO CORONAVÍRUS
78,https://www.youtube.com/watch?v=qpqkM2cjUHs,verdadeoculta,Muitos irão enlouquecer nos proximos meses
79,https://www.youtube.com/watch?v=pTljb3Mijz0,verdadeoculta,Sangue bom e sangue ruim discriminnação a vista
80,https://www.youtube.com/watch?v=P4U_0fDXJxI,verdadeoculta,Bill gates é um super aliado
81,https://www.youtube.com/watch?v=N2ORi5znEsQ,verdadeoculta,Novo premio para quem faz testes em massa
82,https://www.youtube.com/watch?v=oJhl4Yj14iM,verdadeoculta,Entenda o novo projeto de purificação social
83,https://www.youtube.com/watch?v=DMA-2t-e2vw,Ana Paula Palagar,ESTÃO JOGANDO OS PLANOS MALIGNOS NA SUA CARA.
84,https://www.youtube.com/watch?v=KHuXHppS3hA,Ana Paula Palagar,NÃO QUEREM QUE VOCÊ PERCEBA
85,https://www.youtube.com/watch?v=_N2FO0PVmqE,Firmeza da Verdade,"OLHA O QUE A ONU FEZ AGORA! ""Marido"" e ""Esposa"" foram PROIBIDOS!"
86,https://www.youtube.com/watch?v=hL2slTbmO4Y,Firmeza da Verdade,Tudo Isso é Juízo do Criador ao Povo - Rômulo Maraschin
87,https://www.youtube.com/watch?v=QpUKKwtu3AQ,verdadeoculta,Vai vendo
88,https://www.youtube.com/watch?v=bcRv7YrpMhs,Ciencia de Verdade,"553 - Pior Mal Crescente (Documentário Hollow Earth, Parte 7)"
89,https://www.youtube.com/watch?v=vvpyPGybLb4,Verdade Mundial,ESTÃO TE CONTROLANDO DESDE SEMPRE | LIVE 📍
90,https://www.youtube.com/watch?v=pb8d0YDjdQs,Hidrogenio Global,#MORTESFANTASMAS - Bolsonaro mandou ministro para Manaus e caiu 1000% as mortes de 246 para 2.
91,https://www.youtube.com/watch?v=tkicPs-_HWU,verdadeoculta,💉 Um abismo apos o outro
92,https://www.youtube.com/watch?v=-44_WtGsvb4,Dr. Uronal Zancan,O CORONAVÍRUS NÃO É O CULPADO DESSA PANDEMIA E NEM ESTÁ MATANDO NINGUÉM
93,https://www.youtube.com/watch?v=dfcsc1SmYWk,nutrição Alimentos & Cia,ELE MONOPOLIZOU A SAÚDE MUNDIAL.
94,https://www.youtube.com/watch?v=StBlJIVpjjU,Ezequiel Cordeiro - Hora Final,Fim da Pandemia e a questão dos Idosos
95,https://www.youtube.com/watch?v=bwgVlf4rJnI,verdadeoculta,💉 Acaba a grana começa a explosão social
96,https://www.youtube.com/watch?v=Qu01GsYCORc,Jemima Gomes,MUDḀNÇḀ DE DNḀ E 0S 0LH0S NEGR0S
97,https://www.youtube.com/watch?v=kNyGHeIHydc,Hidrogenio Global,Lula diz que Bolsonaro inventou contaminação para fazer “propaganda do remédi@”
98,https://www.youtube.com/watch?v=nHjRJXGfZg4,Pátria Evangélica de Deus,PADRE CATÓLICO ALERTA FIÉIS A SE PREPARAR PARA FIM DOS TEMPOS- ANTICRISTO-CHIP-NOVA MOEDA-PARTE 1
99,https://www.youtube.com/watch?v=AtTmGvq7sfw,verdadeoculta,💉 Vai vendo só
100,https://www.youtube.com/watch?v=sgDK48-oQcI,Pátria Evangélica de Deus,A IMPLANTAÇ@O DO C.H.I.P DA BEST@ E OS 3 DI@S DE E.S.C.U.R.I.D.Ã.O EM 2020 / (PARTE FINAL)
101,https://www.youtube.com/watch?v=V1VAMp49S2Y,Jaime Bruning,O QUE ESTÁ ACONTECENDO COM A NOSSA PÁTRIA
102,https://www.youtube.com/watch?v=vB2wXg_qaHE,Ciencia de Verdade,528 - O que é pior? A Doença ou o Remédio?
103,https://www.youtube.com/watch?v=KLUjWvK1ebY,Ezequiel Cordeiro - Hora Final,O ambicioso plano 'Made in China 2025' para liderar toda a tecnologia global.
104,https://www.youtube.com/watch?v=XHe7-cQ8x7E,Firmeza da Verdade,Revista THE ECONOMIST e suas Capas Intrigantes
105,https://www.youtube.com/watch?v=_recgd_e9KQ,Ana Paula Palagar,GOVERNADOR HELDER BARBALHO E SEUS SOLDADOS DO CRIME
106,https://www.youtube.com/watch?v=4JGAeWafhRM,Ciencia de Verdade,"541 - ""Salvando"" o Mundo Vendendo Ações!!!"
107,https://www.youtube.com/watch?v=UOBJcybw5Sk,SAÚDE & BEM ESTAR,🔴 Vitamina D3 Na Prevenção e Tratamento Da COVID-19 Repórter Saúde Entrevista Dr. Cicero Coimbra
108,https://www.youtube.com/watch?v=bCgG1bYEk3s,Ana Paula Palagar,MOEDA DIGITAL. CONTROLE TOTAL?
109,https://www.youtube.com/watch?v=tVGQYNyPY1k,Ana Paula Palagar,AS ESTRATÉGIAS QUE NÃO BENEFICIAM A POPULAÇÃO.
110,https://www.youtube.com/watch?v=lAy2SldBhLs,Firmeza da Verdade,"0MS afirma que NOTAS de DINHEIRO podem ESPALHAR o ""R.A.C.0.0.N."""
111,https://www.youtube.com/watch?v=ySFuJ7qC79A,verdadeoculta,Fake news de milionario pode e eles aceitam como verdade
112,https://www.youtube.com/watch?v=um7IdV8odCI,verdadeoculta,Fim dos Tempos
113,https://www.youtube.com/watch?v=za9gHVr4cIU,verdadeoculta,Como está ocorrendo o Grande Reset
114,https://www.youtube.com/watch?v=n8r0aRzZ_PU,verdadeoculta,Conheça os preparados para o fim do mundo
115,https://www.youtube.com/watch?v=c0xxQjwEN7w,Verdade Mundial,CAIXÕES DA FEMA ESTÃO PRONTOS PARA O USO? MEU DESABAFO! COMPARTILHE!
116,https://www.youtube.com/watch?v=ecGjpPO-hNY,verdadeoculta,Trump manda tomar desinfetante e o gado toma
117,https://www.youtube.com/watch?v=d3DVKseSxLE,verdadeoculta,Acçoes da industria farmaucetica disparam nas bolsas
118,https://www.youtube.com/watch?v=WV0ZJ26KwQg,Ciencia de Verdade,558 - Campo Magnético da Terra: Fatos e Contos!
119,https://www.youtube.com/watch?v=D6Ral1SIrqM,Ciencia de Verdade,519 - O Retorno do Império do Maligno e a Biologia Darwinista
120,https://www.youtube.com/watch?v=scrt10hnWE0,Verdade Mundial,CHUVA DE PÁSSAROS NA EUROPA 2020 LANÇA ALERTA MUNDIAL
121,https://www.youtube.com/watch?v=9ud6SLH6bTg,Jemima Gomes,C@LAMID@DE PÚBL1C@ N0 BR@SIL - C0M0 SERÁ?
122,https://www.youtube.com/watch?v=30qKYeQJfpc,verdadeoculta,"Já começou, vamos aplaudir"
123,https://www.youtube.com/watch?v=rKlhoG7_7is,Firmeza da Verdade,FIQUE LONGE DE SP! AVISO DADO!
124,https://www.youtube.com/watch?v=YzAIGGj2sVY,Ezequiel Cordeiro - Hora Final,"Alexandre Garcia, fala de coisas boas que o coronavirus fez a China"
125,https://www.youtube.com/watch?v=hkbzG_FXMC8,Ana Paula Palagar,MANDETTA QUER NEGOCIAR .
126,https://www.youtube.com/watch?v=Cdz_f80PePI,nutrição Alimentos & Cia,Estudo mostra que CLOROQUINA aumenta o risco de morte por COVID 19
127,https://www.youtube.com/watch?v=CZJ3PidrjDk,Ana Paula Palagar,POLÍTICOS PEDEM AJUDA AO YAKISOBA.
128,https://www.youtube.com/watch?v=_mwm1yraqIs,verdadeoculta,"Acaba o emprego, acaba a necessidade de contratar humanos"
129,https://www.youtube.com/watch?v=bvJ27BZzio0,Firmeza da Verdade,SÓ PARA QUEM QUISER (ATÉ DIA 15 DE MAIO)
130,https://www.youtube.com/watch?v=GkTYdpsI7K8,verdadeoculta,💉 Alguém escapa
131,https://www.youtube.com/watch?v=M27GPxvQMZ0,Firmeza da Verdade,BOND e NIGHTINGALE: The Economist
132,https://www.youtube.com/watch?v=Z0BtSKwIq1M,Firmeza da Verdade,REACT RESIDENT EVIL 3 REMAKE INTRO: O JOGO DIZIA E MOSTRAVA TUDO PREVIAMENTE
133,https://www.youtube.com/watch?v=R6-2OzcGHRs,Pátria Evangélica de Deus,ALERTA- MAIS DE 2.700 LÍDERES DA LAODICEIA VÃO EXIGIR CRISTÃOS A ASSINAREM LEI PARA IR AS IGREJAS
134,https://www.youtube.com/watch?v=zQeME21xBOs,U MIÓ QUE TÁ TENO,Dr Lair dá um Resumo FANTÁSTICO DE COMO RECUPERAR E MANTER A SAÚDE
135,https://www.youtube.com/watch?v=4BJX2plLQgk,Firmeza da Verdade,"PROTOTYPE REVELA O QUE A ELITE ESTÁ FAZENDO CONTRA A HUMANIDADE! Trecho do vídeo do Canal ""Romuland"""
136,https://www.youtube.com/watch?v=aljcwQds4dE,Hidrogenio Global,#Proibido andar com a Bandeira Brasileira no Brasil kkkkkkkk!!! Era só o que faltava...
137,https://www.youtube.com/watch?v=wY36Fe1cuy0,Jaime Bruning,[A Palavra Viva de Deus] sobre esse vírus
138,https://www.youtube.com/watch?v=YwsDdWxEzEY,Jemima Gomes,V0CÊ NÃ0 V@I ACREDIT@R N1SS0
139,https://www.youtube.com/watch?v=Z9ETm5vdBvo,Firmeza da Verdade,ELES PODEM. VOCÊ NÃO.
140,https://www.youtube.com/watch?v=zeZDmztIbx4,verdadeoculta,O normal nunca mais
141,https://www.youtube.com/watch?v=cwdx3UczgPA,Cidadão-X,Como eu Levei um Strike (E Agora? Qual o Futuro do Canal?)
142,https://www.youtube.com/watch?v=uf25j7ZR6FY,Firmeza da Verdade,O ROBÔ de INTELIGÊNCIA ARTIFICIAL em KYOTO (A Imagem do Anticristo de Ap 13 será SEMELHANTE a isso)
143,https://www.youtube.com/watch?v=XB9XaPAcK4Y,Verdade Mundial,A FEMA E OS MAIS DE 500 MIL CAIXÕES NOS EUA EM 2020
144,https://www.youtube.com/watch?v=A1up4h69mNg,verdadeoculta,Uma nova ordem mundial surgindo hoje
145,https://www.youtube.com/watch?v=ZbtuDMFn7m4,Hidrogenio Global,"Valdeci Cavalcante vice presidente dos comerciários do Piauí, conta plano diabólico dos governadores"
146,https://www.youtube.com/watch?v=jZbADvWqhX8,Junior Hallak Medicina e Saúde,AO VIVO: QUER TER SAÚDE NESSE MOMENTO DE PANDEMIA? DR. LAIR RIBEIRO ENTREVISTA DE FERNANDO BETETI
147,https://www.youtube.com/watch?v=U0PTBCkBfQM,Ciencia de Verdade,560 - O Plasma e o Fogo do Céu (+Análise dos Tempos Atuais)
148,https://www.youtube.com/watch?v=9hFjDwEtQM4,Ezequiel Cordeiro - Hora Final,Diabo está por trás do C. V. diz Bispo Macedo | Fechar ou não fechar igrejas?
149,https://www.youtube.com/watch?v=N5fqBjWqgbI,verdadeoculta,💉 Costurando o cenário da Nova Ordem Mundial
150,https://www.youtube.com/watch?v=5pWQB23azfY,Firmeza da Verdade,FOI DECRETADO O ISOLAMENTO OBRIGATÓRIO NO BRASIL
151,https://www.youtube.com/watch?v=jio0ddkRd4U,Ana Paula Palagar,"O ""NOVO NORMAL"" DO MEDO PERPÉTUO."
152,https://www.youtube.com/watch?v=-PD74hkdeBw,verdadeoculta,Lucro do ITAU é o maior da historia do pais
153,https://www.youtube.com/watch?v=FLvt-sW28kw,verdadeoculta,Irresponsabilidade da tv causa traggeddia
154,https://www.youtube.com/watch?v=7ZkocJvFcT0,Firmeza da Verdade,O QUE NÃO TE CONTARAM NEM TE MOSTRARAM
155,https://www.youtube.com/watch?v=bdlFU2I4I0E,Ana Paula Palagar,O PLANO MALÉFICO SENDO IMPLANTADO NO BRASIL E EUA- (ANTI FAS)
156,https://www.youtube.com/watch?v=fe691KcRTnY,Hidrogenio Global,"Rede esgoto pede desculpas ao Bolsonaro, e a Advogada do Luciano Hang me ligou sobre a Rede Social."
157,https://www.youtube.com/watch?v=Wq422XCGQHI,Ezequiel Cordeiro - Hora Final,C0VID-19: DE QUEM É A CULPA? QUAL A ORIGEM?
158,https://www.youtube.com/watch?v=WcKFrCoLaqY,Ciencia de Verdade,517 - Nando Moura + Diego Rox = Desemprego EM MASSA!
159,https://www.youtube.com/watch?v=hiAyQCypzps,Hidrogenio Global,"#BOMBA - Prefeitura solda as portas de comércios e multa em R$9.200,00 destruindo a economia."
160,https://www.youtube.com/watch?v=si6DQDDu8hw,Palestrante Tiago Rocha,NÃO USE ÁLCOOL EM GEL? ELE NÃO FUNCIONA? USE VINAGRE? (Tiago Rocha).
161,https://www.youtube.com/watch?v=TaMeVzDpihA,verdadeoculta,💉 O novo Normal
162,https://www.youtube.com/watch?v=5yAk9b12mp4,Hidrogenio Global,MACABRO -Idosa é colocada viva em saco e mandada para o necrotério em Manaus
163,https://www.youtube.com/watch?v=wcQUjUhK7-k,nutrição Alimentos & Cia,Corpo HUMANO uma estrutura complexa.
164,https://www.youtube.com/watch?v=5iI-ihAKbJY,verdadeoculta,Só estão falando em reiniciar o planeta cuiddado com o reset
165,https://www.youtube.com/watch?v=VQJFIppPKag,Firmeza da Verdade,LEVARAM MEU DINHEIRO
166,https://www.youtube.com/watch?v=S_2wURhb2-g,Dr. Uronal Zancan,DR. MARCO MENELAU: MÉDICO QUE ESTÁ MUDANDO A SAÚDE NO BRASIL
167,https://www.youtube.com/watch?v=EaI0IwnDQw8,Hidrogenio Global,#JoãoDoriana - Veja como se faz Santa Catarina é um exemplo de democracia e inteligência....
168,https://www.youtube.com/watch?v=ka2_b-gg8ZA,Firmeza da Verdade,PROIBIDO ORAR E FAZER CULTO DENTRO DE CASA - DECRETO 515/2020
169,https://www.youtube.com/watch?v=r-6XG5JuAQE,Firmeza da Verdade,RESET GESARA: DINHEIRO DIGITAL e SUBSTITUIÇÃO DE HUMANOS POR ROBÔS de A.I.
170,https://www.youtube.com/watch?v=53EAjJW6JV4,nutrição Alimentos & Cia,NANDO MOURA esculacha (zomba) de terapia séria pra tratamento de saúde.
171,https://www.youtube.com/watch?v=YtFgfZ1bjt0,Dr. Uronal Zancan,7 Dias para Aumentar sua Imunidade e Combater o Coronavírus
172,https://www.youtube.com/watch?v=mNGgBcamH9g,Ciencia de Verdade,535 - Retórica do Tio Bill
173,https://www.youtube.com/watch?v=jSnBWjWMUEs,Firmeza da Verdade,Tudo ACONTECENDO MUITO RÁPIDO! O TEMPO É CURTO! (The Economist e Suas PREVISÕES) - Rômulo Maraschin
174,https://www.youtube.com/watch?v=zX76Q-Ay1c0,Ezequiel Cordeiro - Hora Final,Aglomeração em festival na China é permitido e OMS não crítica. Porque será?
175,https://www.youtube.com/watch?v=Wa_C3Eg2MRo,Firmeza da Verdade,"CÃ0 R0BÔ C0MEÇA A SER USAD0 C0NTRA A P0PULAÇÃ0 para ""EVITAR AGL0MERAÇÕES"""
176,https://www.youtube.com/watch?v=K8bxus9rh04,verdadeoculta,Passaporte da imunidade e os privilegiados
177,https://www.youtube.com/watch?v=ivAD3HKplOI,Ezequiel Cordeiro - Hora Final,7 coisas que vão ACONTECER no mundo até 2030
178,https://www.youtube.com/watch?v=B6trm8vgNmQ,verdadeoculta,Bilionarios lucram com a crise mas querem acabar com ela quem acredita
179,https://www.youtube.com/watch?v=g1kZGxXsghA,Ciencia de Verdade,538 - Ops... Qual é o Assunto Mesmo? Cinco o quê?
180,https://www.youtube.com/watch?v=bdyekRqXWm8,Ana Paula Palagar,COMO ESTÁ O RIO DE JANEIRO NA PARALISAÇÃO?
181,https://www.youtube.com/watch?v=SmomkliQmMs,Cidadão-X,Protesto Antifascista pode ser Armadilha Mortal
182,https://www.youtube.com/watch?v=SGJMjfLlvn8,Firmeza da Verdade,SÃO OS ÚLTIMOS DIAS! ÚLTIMAS VAGAS E ÚLTIMA OPORTUNIDADE (ATÉ DIA 15 DE MAIO)
183,https://www.youtube.com/watch?v=OXlDasxESSQ,Firmeza da Verdade,THE ECONOMIST: O Fim da Energia a COMBUSTÃO! Fim do uso de Petróleo e fim dos CARROS e AVIÕES atuais
184,https://www.youtube.com/watch?v=W_vmXtHUrxA,Hidrogenio Global,CIENTISTA CHINÊS QUE ESTUDAVA A C....... É MORTO A TIROS NOS ESTADOS UNIDOS
185,https://www.youtube.com/watch?v=eKbV5RVk1ps,Hidrogenio Global,"DEMÔNIOS DO MUNDO - MINISTROS DO STF, CHINA, KOREIA DO NORTE, E ADVOGADO DO PT"
186,https://www.youtube.com/watch?v=a1l4PjylmoU,Ciencia de Verdade,540 - Prêmio Nobel mais 600 MÉDICOS contra o CONFINAMENTO!
187,https://www.youtube.com/watch?v=NokGMY3Q61E,verdadeoculta,Filmadoras dentro das casas
188,https://www.youtube.com/watch?v=74WtqyB2EhM,Verdade Mundial,ALERTA: O MUNDO VAI PARAR | Live 📍
189,https://www.youtube.com/watch?v=-dr81tWcF3s,Jemima Gomes,C0M0 SERÁ 0 N0V0 MUND0 DELES!
190,https://www.youtube.com/watch?v=VP2AAhNa8AM,verdadeoculta,Quando a verdade é considerada fake news
191,https://www.youtube.com/watch?v=qm1Beu7QPRk,verdadeoculta,Os pobre e negros estão na linha de frente segundo os dominantes
